wavelength_m,real_chi_or_n,imag_chi_or_n
2.002679714241596036e-06,1.000460175739751989e+00,0.000000000000000000e+00
2.003647497510850651e-06,1.000460175740077950e+00,0.000000000000000000e+00
2.004615280780105265e-06,1.000460175738551172e+00,0.000000000000000000e+00
2.005583064049359879e-06,1.000460175735809809e+00,0.000000000000000000e+00
2.006550847318614494e-06,1.000460175732492907e+00,0.000000000000000000e+00
2.007518630587869108e-06,1.000460175729238177e+00,0.000000000000000000e+00
2.008486413857123722e-06,1.000460175726674450e+00,0.000000000000000000e+00
2.009454197126378337e-06,1.000460175725087053e+00,0.000000000000000000e+00
2.010421980395632951e-06,1.000460175724333434e+00,0.000000000000000000e+00
2.011389763664887565e-06,1.000460175724244394e+00,0.000000000000000000e+00
2.012357546934142180e-06,1.000460175724651180e+00,0.000000000000000000e+00
2.013325330203396794e-06,1.000460175725384149e+00,0.000000000000000000e+00
2.014293113472651408e-06,1.000460175726274770e+00,0.000000000000000000e+00
2.015260896741906023e-06,1.000460175727153622e+00,0.000000000000000000e+00
2.016228680011160637e-06,1.000460175727853729e+00,0.000000000000000000e+00
2.017196463280415251e-06,1.000460175728292933e+00,0.000000000000000000e+00
2.018164246549669866e-06,1.000460175728506984e+00,0.000000000000000000e+00
2.019132029818924904e-06,1.000460175728541401e+00,0.000000000000000000e+00
2.020099813088179518e-06,1.000460175728439927e+00,0.000000000000000000e+00
2.021067596357434132e-06,1.000460175728248080e+00,0.000000000000000000e+00
2.022035379626688747e-06,1.000460175728010492e+00,0.000000000000000000e+00
2.023003162895943361e-06,1.000460175727771794e+00,0.000000000000000000e+00
2.023970946165197975e-06,1.000460175727576395e+00,0.000000000000000000e+00
2.024938729434452590e-06,1.000460175727450940e+00,0.000000000000000000e+00
2.025906512703707204e-06,1.000460175727386547e+00,0.000000000000000000e+00
2.026874295972961818e-06,1.000460175727371892e+00,0.000000000000000000e+00
2.027842079242216433e-06,1.000460175727394985e+00,0.000000000000000000e+00
2.028809862511471047e-06,1.000460175727443835e+00,0.000000000000000000e+00
2.029777645780725661e-06,1.000460175727506895e+00,0.000000000000000000e+00
2.030745429049980276e-06,1.000460175727571732e+00,0.000000000000000000e+00
2.031713212319234890e-06,1.000460175727627021e+00,0.000000000000000000e+00
2.032680995588489505e-06,1.000460175727663881e+00,0.000000000000000000e+00
2.033648778857744119e-06,1.000460175727683865e+00,0.000000000000000000e+00
2.034616562126998733e-06,1.000460175727690082e+00,0.000000000000000000e+00
2.035584345396253348e-06,1.000460175727685641e+00,0.000000000000000000e+00
2.036552128665507962e-06,1.000460175727673651e+00,0.000000000000000000e+00
2.037519911934762576e-06,1.000460175727657219e+00,0.000000000000000000e+00
2.038487695204017191e-06,1.000460175727639678e+00,0.000000000000000000e+00
2.039455478473271805e-06,1.000460175727623913e+00,0.000000000000000000e+00
2.040423261742526419e-06,1.000460175727612810e+00,0.000000000000000000e+00
2.041391045011781034e-06,1.000460175727606371e+00,0.000000000000000000e+00
2.042358828281035648e-06,1.000460175727603707e+00,0.000000000000000000e+00
2.043326611550290262e-06,1.000460175727604595e+00,0.000000000000000000e+00
2.044294394819544877e-06,1.000460175727607259e+00,0.000000000000000000e+00
2.045262178088799491e-06,1.000460175727611256e+00,0.000000000000000000e+00
2.046229961358054105e-06,1.000460175727616141e+00,0.000000000000000000e+00
2.047197744627308720e-06,1.000460175727620360e+00,0.000000000000000000e+00
2.048165527896563334e-06,1.000460175727623913e+00,0.000000000000000000e+00
2.049133311165817948e-06,1.000460175727626133e+00,0.000000000000000000e+00
2.050101094435072563e-06,1.000460175727627021e+00,0.000000000000000000e+00
2.051068877704327177e-06,1.000460175727627021e+00,0.000000000000000000e+00
2.052036660973581791e-06,1.000460175727626577e+00,0.000000000000000000e+00
2.053004444242836406e-06,1.000460175727625467e+00,0.000000000000000000e+00
2.053972227512091020e-06,1.000460175727624357e+00,0.000000000000000000e+00
2.054940010781345634e-06,1.000460175727623024e+00,0.000000000000000000e+00
2.055907794050600249e-06,1.000460175727621914e+00,0.000000000000000000e+00
2.056875577319854863e-06,1.000460175727621248e+00,0.000000000000000000e+00
2.057843360589109478e-06,1.000460175727621026e+00,0.000000000000000000e+00
2.058811143858364092e-06,1.000460175727620804e+00,0.000000000000000000e+00
2.059778927127618706e-06,1.000460175727620804e+00,0.000000000000000000e+00
2.060746710396873321e-06,1.000460175727621248e+00,0.000000000000000000e+00
2.061714493666128358e-06,1.000460175727621692e+00,0.000000000000000000e+00
2.062682276935382973e-06,1.000460175727621692e+00,0.000000000000000000e+00
2.063650060204637587e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.064617843473892201e-06,1.000460175727622358e+00,0.000000000000000000e+00
2.065585626743146816e-06,1.000460175727622358e+00,0.000000000000000000e+00
2.066553410012401430e-06,1.000460175727622358e+00,0.000000000000000000e+00
2.067521193281656045e-06,1.000460175727622580e+00,0.000000000000000000e+00
2.068488976550910659e-06,1.000460175727622358e+00,0.000000000000000000e+00
2.069456759820165273e-06,1.000460175727622358e+00,0.000000000000000000e+00
2.070424543089419888e-06,1.000460175727622358e+00,0.000000000000000000e+00
2.071392326358674502e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.072360109627929116e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.073327892897183731e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.074295676166438345e-06,1.000460175727621914e+00,0.000000000000000000e+00
2.075263459435692959e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.076231242704947574e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.077199025974202188e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.078166809243456802e-06,1.000460175727621914e+00,0.000000000000000000e+00
2.079134592512711417e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.080102375781966031e-06,1.000460175727621914e+00,0.000000000000000000e+00
2.081070159051220645e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.082037942320475260e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.083005725589729874e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.083973508858984488e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.084941292128239103e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.085909075397493717e-06,1.000460175727621914e+00,0.000000000000000000e+00
2.086876858666748331e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.087844641936002946e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.088812425205257560e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.089780208474512174e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.090747991743766789e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.091715775013021403e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.092683558282276018e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.093651341551530632e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.094619124820785246e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.095586908090039861e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.096554691359294475e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.097522474628549089e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.098490257897803704e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.099458041167058318e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.100425824436312932e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.101393607705567547e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.102361390974822161e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.103329174244077199e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.104296957513331813e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.105264740782586428e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.106232524051841042e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.107200307321095656e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.108168090590350271e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.109135873859604885e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.110103657128859499e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.111071440398114114e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.112039223667368728e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.113007006936623342e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.113974790205877957e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.114942573475132571e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.115910356744387185e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.116878140013641800e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.117845923282896414e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.118813706552151028e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.119781489821405643e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.120749273090660257e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.121717056359914871e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.122684839629169486e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.123652622898424100e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.124620406167678714e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.125588189436933329e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.126555972706187943e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.127523755975442557e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.128491539244697172e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.129459322513951786e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.130427105783206401e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.131394889052461015e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.132362672321715629e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.133330455590970244e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.134298238860224858e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.135266022129479472e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.136233805398734087e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.137201588667988701e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.138169371937243315e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.139137155206497930e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.140104938475752544e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.141072721745007158e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.142040505014261773e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.143008288283516387e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.143976071552771001e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.144943854822025616e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.145911638091280654e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.146879421360535268e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.147847204629789882e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.148814987899044497e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.149782771168299111e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.150750554437553725e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.151718337706808340e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.152686120976062954e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.153653904245317568e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.154621687514572183e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.155589470783826797e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.156557254053081411e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.157525037322336026e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.158492820591590640e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.159460603860845254e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.160428387130099869e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.161396170399354483e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.162363953668609097e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.163331736937863712e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.164299520207118326e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.165267303476372941e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.166235086745627555e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.167202870014882169e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.168170653284136784e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.169138436553391398e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.170106219822646012e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.171074003091900627e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.172041786361155241e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.173009569630409855e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.173977352899664470e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.174945136168919084e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.175912919438173698e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.176880702707428313e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.177848485976682927e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.178816269245937541e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.179784052515192156e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.180751835784446770e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.181719619053701384e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.182687402322955999e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.183655185592210613e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.184622968861465227e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.185590752130719842e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.186558535399974456e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.187526318669229494e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.188494101938484108e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.189461885207738723e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.190429668476993337e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.191397451746247951e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.192365235015502566e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.193333018284757180e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.194300801554011794e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.195268584823266409e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.196236368092521023e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.197204151361775637e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.198171934631030252e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.199139717900284866e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.200107501169539480e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.201075284438794095e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.202043067708048709e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.203010850977303324e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.203978634246557938e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.204946417515812552e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.205914200785067167e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.206881984054321781e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.207849767323576395e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.208817550592831010e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.209785333862085624e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.210753117131340238e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.211720900400594853e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.212688683669849467e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.213656466939104081e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.214624250208358696e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.215592033477613310e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.216559816746867924e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.217527600016122539e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.218495383285377153e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.219463166554631767e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.220430949823886382e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.221398733093140996e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.222366516362395610e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.223334299631650225e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.224302082900904839e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.225269866170159453e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.226237649439414068e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.227205432708668682e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.228173215977923297e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.229140999247177911e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.230108782516432949e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.231076565785687563e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.232044349054942177e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.233012132324196792e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.233979915593451406e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.234947698862706020e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.235915482131960635e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.236883265401215249e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.237851048670469863e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.238818831939724478e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.239786615208979092e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.240754398478233707e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.241722181747488321e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.242689965016742935e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.243657748285997550e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.244625531555252164e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.245593314824506778e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.246561098093761393e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.247528881363016007e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.248496664632270621e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.249464447901525236e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.250432231170779850e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.251400014440034464e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.252367797709289079e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.253335580978543693e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.254303364247798307e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.255271147517052922e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.256238930786307536e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.257206714055562150e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.258174497324816765e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.259142280594071379e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.260110063863325993e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.261077847132580608e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.262045630401835222e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.263013413671089836e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.263981196940344451e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.264948980209599065e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.265916763478853680e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.266884546748108294e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.267852330017362908e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.268820113286617523e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.269787896555872137e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.270755679825126751e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.271723463094381366e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.272691246363636403e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.273659029632891018e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.274626812902145632e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.275594596171400247e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.276562379440654861e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.277530162709909475e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.278497945979164090e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.279465729248418704e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.280433512517673318e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.281401295786927933e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.282369079056182547e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.283336862325437161e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.284304645594691776e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.285272428863946390e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.286240212133201004e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.287207995402455619e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.288175778671710233e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.289143561940964847e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.290111345210219462e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.291079128479474076e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.292046911748728690e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.293014695017983305e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.293982478287237919e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.294950261556492533e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.295918044825747148e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.296885828095001762e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.297853611364256376e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.298821394633510991e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.299789177902765605e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.300756961172020220e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.301724744441274834e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.302692527710529448e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.303660310979784063e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.304628094249038677e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.305595877518293291e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.306563660787547906e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.307531444056802520e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.308499227326057134e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.309467010595311749e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.310434793864566363e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.311402577133820977e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.312370360403075592e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.313338143672330206e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.314305926941585244e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.315273710210839858e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.316241493480094473e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.317209276749349087e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.318177060018603701e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.319144843287858316e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.320112626557112930e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.321080409826367544e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.322048193095622159e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.323015976364876773e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.323983759634131387e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.324951542903386002e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.325919326172640616e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.326887109441895230e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.327854892711149845e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.328822675980404459e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.329790459249659073e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.330758242518913688e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.331726025788168302e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.332693809057422916e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.333661592326677531e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.334629375595932145e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.335597158865186759e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.336564942134441374e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.337532725403695988e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.338500508672950603e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.339468291942205217e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.340436075211459831e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.341403858480714446e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.342371641749969060e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.343339425019223674e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.344307208288478289e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.345274991557732903e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.346242774826987517e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.347210558096242132e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.348178341365496746e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.349146124634751360e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.350113907904005975e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.351081691173260589e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.352049474442515203e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.353017257711769818e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.353985040981024432e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.354952824250279046e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.355920607519533661e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.356888390788788699e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.357856174058043313e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.358823957327297927e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.359791740596552542e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.360759523865807156e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.361727307135061770e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.362695090404316385e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.363662873673570999e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.364630656942825613e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.365598440212080228e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.366566223481334842e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.367534006750589456e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.368501790019844071e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.369469573289098685e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.370437356558353299e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.371405139827607914e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.372372923096862528e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.373340706366117143e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.374308489635371757e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.375276272904626371e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.376244056173880986e-06,1.000460175727622136e+00,0.000000000000000000e+00
2.377211839443135600e-06,1.000460175727622136e+00,0.000000000000000000e+00
